NRAS,0.05303460614412015
DNMT3A,0.017634854771784232
SF3B1,0.07682619647355164
IDH1,0.036949499328167226
GATA2,0.009189019122378208
KIT,0.04296506137865911
NPM1,0.014350453172205438
chr6,0.0636991557943208
EZH2,0.05036790582435913
JAK2,0.010410287813839559
chr10,0.0414700636501493
WT1,0.05683230868778966
KRAS,0.052097918531124124
PTPN11,0.03375527426160337
FLT3,0.12978142076502733
IDH2,0.02570093457943925
chr16,0.036044362292051754
TP53,0.07681159420289856
SRSF2,0.0026560424966799467
ASXL1,0.037575757575757575
RUNX1,0.0388653420948636
U2AF1,0.05383580080753701
chr14,0.005924865833056063
chr18,0.017084282460136675
